gene_id,log2FC,pvalue,padj,mean_expr,species,de_method,dataset_id
g22304,-0.346757088596008,0.124510117141828,0.253540080149405,261.58329645369,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22305,-0.0508458864622138,0.714851003305737,0.819807242363868,397.443774349116,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22306,0.0157355255440395,0.936658289011899,0.963962357095969,178.735808630935,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22308,-1.17576176098208,0.000144661923755001,0.00118588402368505,62.8636991283984,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22309,0.268602853498659,0.25749709541255,0.423044081113133,92.3385565903096,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22310,-0.215647153006501,0.190150467671406,0.342678906418613,221.401376772607,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22311,1.28145396017812,0.00534101840298859,0.0235220723241406,19.9261661300583,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22312,-0.0486297961531349,0.853160441469311,0.911179401371099,60.4344421675339,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22313,0.158468745731371,0.261586792895542,0.427846576825815,456.34880403513,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22317,-0.130316503126998,0.523654070348956,0.672845947363571,1367.54305529891,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22318,-0.266919959743141,0.381488557659877,0.548668125000124,46.2634345198781,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22319,-0.360705806244084,0.0857574133174458,0.193639434739589,112.061911918301,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22320,-0.725750463909128,0.00444993012685062,0.0203107174632152,448.016466547838,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22321,-0.426433432770001,0.0522220297849487,0.135262733682419,1003.79717608814,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22323,-4.3422271750047,3.3915493774402e-12,1.45646640173516e-10,59.2931482863142,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22325,2.32621723858892,3.825015102144e-06,4.99835780298476e-05,24.1594534111801,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22326,-0.184265457840476,0.326966204404114,0.49618234872594,340.512776443712,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22327,0.407834893771111,0.0708030578458936,0.168350329325846,111.250585270181,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22328,0.056981202394384,0.878295578839531,0.928205870846495,35.5358807892604,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22329,0.673448177296133,0.000568404025384972,0.00372558420565026,205.507100057506,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22330,-0.190775468312736,0.444702240041846,0.606689005968139,144.996951389775,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22332,0.777637636470619,2.40325967130385e-06,3.3056919120844e-05,278.302606711254,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22333,1.78980741820954,0.0011197502894663,0.00657337244516819,15.2991518546178,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22334,-2.41347503592357,0.00349273978429167,0.0166466085183176,131.064408591909,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22335,-0.371338507804055,0.0243447854162542,0.0766661616621916,241.004760215378,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22336,-0.306163011162589,0.138588700327045,0.273743642270951,163.719003691147,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22337,-0.0539248885781091,0.77030112662924,0.858521592725535,582.840455198015,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22339,0.099012918569644,0.385464362914765,0.552275686853515,1300.34101529354,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22340,-0.752903021457456,0.131531613583431,0.263852100204738,23.9683651634879,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22341,0.244451904813443,0.130786571017252,0.262753686643318,613.46321721628,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22342,2.41974885264317,4.23274935415458e-09,1.05558649254995e-07,35.6017482232722,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22343,-0.208815390271178,0.271441534022946,0.438539518634168,871.774714890083,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22344,-0.460645798350631,0.0784210096051052,0.18112435592681,561.786945256025,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22345,-0.558026800636329,0.172291934055023,0.319792410897701,26.6131198730515,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22346,-0.0592134889593532,0.72985357855696,0.830570082057866,593.351644439272,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22347,0.403679774670163,0.250372567260848,0.414862453548854,37.4341277363411,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22349,-0.102676823576553,0.704887952179471,0.812613518360505,445.253590563784,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22350,0.0420270690165184,0.786011364765964,0.869290940333975,325.107584972516,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22351,0.276714037466217,0.187262801092368,0.338943050000956,156.752416672374,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
g22352,0.139425895139895,0.373954637787446,0.54076705359481,472.838481209719,argan_196_vs_YM3,DESeq2,argan_196_vs_YM3
